Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Launch Site,Launch Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0027,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,484,2.63E-03,87.40,93.8,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0028,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,439,465,1.91E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0029,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,480,520,2.91E-03,87.40,94.6,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0031,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,444,480,2.63E-03,87.40,93.8,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0032,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,443,467,1.76E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0033,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,453,476,1.68E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0034,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,498,534,2.61E-03,87.40,94.9,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0035,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,474,1.90E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0036,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,442,466,1.76E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0037,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,466,500,2.48E-03,87.40,94.2,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0038,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,473,1.83E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0039,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,447,468,1.54E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0040,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,452,475,1.68E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0041,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,447,467,1.46E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0042,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,472,507,2.55E-03,87.40,94.4,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0043,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,455,476,1.54E-03,87.40,93.9,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0044,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,447,467,1.46E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0045,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,454,476,1.61E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0046,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,488,528,2.91E-03,87.40,94.7,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0047,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,468,1.46E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0048,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,453,476,1.68E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0049,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,474,1.90E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0050,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,476,512,2.62E-03,87.40,94.4,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0051,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,440,466,1.91E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0052,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,451,476,1.83E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0053,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,451,476,1.83E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0054,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,473,1.83E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0055,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,473,510,2.70E-03,87.40,94.4,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0056,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,469,1.54E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0057,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,471,1.68E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0058,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,443,467,1.76E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0059,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,441,467,1.91E-03,87.40,93.6,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0060,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,576,610,2.44E-03,87.40,96.5,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0061,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,474,512,2.77E-03,87.40,94.4,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0062,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,469,1.54E-03,87.40,93.7,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0063,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,478,517,2.84E-03,87.40,94.6,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0064,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,448,484,2.63E-03,87.40,93.9,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0065,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,449,475,1.90E-03,87.40,93.8,148,2/6/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0066,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,430,466,2.64E-03,87.30,93.5,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0067,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,432,468,2.64E-03,87.40,93.6,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0068,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,484,524,2.91E-03,87.40,94.7,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0069,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,441,480,2.85E-03,87.40,93.8,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0080,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,433,472,2.86E-03,87.40,93.6,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0081,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,440,479,2.86E-03,87.40,93.7,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0082,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,493,531,2.76E-03,87.40,94.8,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0083,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,456,490,2.48E-03,87.40,94,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0085,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,455,489,2.48E-03,87.40,94,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0086,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,564,598,2.45E-03,87.40,96.2,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0087,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,543,580,2.67E-03,87.40,95.8,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0088,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,582,615,2.37E-03,87.40,96.6,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneWeb-0090,United Kingdom,OneWeb Satellites,Commercial,Communications,LEO,0.00,437,475,2.78E-03,87.40,93.7,148,3/21/20,,Baikonur Cosmodrome,Soyuz-2.1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
